name,roll_number,date_of_birth,gender,school_id,class_name,family_income,family_size,parents_education,has_digital_device,caste,religion
Student_347,S100347,2010-04-22,M,1,9,medium,6,primary,True,SC,Buddhist
Student_348,S100348,2011-10-02,M,1,10,medium,5,college,True,General,Muslim
Student_349,S100349,2010-12-03,M,1,8,medium,4,illiterate,False,General,Hindu
Student_350,S100350,2009-04-08,M,1,8,medium,3,illiterate,True,General,Sikh
Student_351,S100351,2011-03-14,F,1,9,medium,10,higher_secondary,True,General,Buddhist
Student_352,S100352,2015-11-08,M,1,9,low,2,secondary,True,OBC,Christian
Student_353,S100353,2006-02-11,M,1,9,low,3,college,True,OBC,Buddhist
Student_354,S100354,2014-08-23,M,1,9,high,4,college,False,ST,Hindu
Student_355,S100355,2006-06-07,M,1,9,high,10,college,False,OBC,Christian
Student_356,S100356,2008-02-02,F,1,10,high,9,primary,True,OBC,Hindu
Student_357,S100357,2011-02-10,F,1,7,low,2,primary,True,OBC,Hindu
Student_358,S100358,2012-02-10,F,1,9,medium,6,illiterate,False,ST,Christian
Student_359,S100359,2011-06-06,F,1,6,medium,9,higher_secondary,False,ST,Christian
Student_360,S100360,2014-01-05,M,1,6,high,7,college,False,,Muslim
Student_361,S100361,2013-01-27,F,1,12,high,8,college,False,,Muslim
Student_362,S100362,2012-05-03,F,1,12,high,2,college,True,SC,Sikh
Student_363,S100363,2007-03-07,M,1,7,low,8,illiterate,False,ST,Muslim
Student_364,S100364,2014-05-11,M,1,6,medium,10,higher_secondary,False,OBC,Buddhist
Student_365,S100365,2012-01-26,F,1,6,medium,4,primary,True,SC,Buddhist
Student_366,S100366,2006-05-28,F,1,9,medium,8,higher_secondary,False,SC,Muslim
Student_367,S100367,2009-07-05,F,1,6,medium,7,primary,True,General,Christian
Student_368,S100368,2010-01-11,F,1,8,medium,9,illiterate,True,ST,Christian
Student_369,S100369,2012-06-09,F,1,10,high,3,primary,False,ST,Sikh
Student_370,S100370,2012-09-28,F,1,12,low,10,primary,True,OBC,Buddhist
Student_371,S100371,2011-03-25,M,1,7,low,5,illiterate,True,SC,Sikh
Student_372,S100372,2005-06-23,M,1,8,medium,9,college,False,SC,Hindu
Student_373,S100373,2008-06-16,F,1,7,medium,10,secondary,False,ST,Christian
Student_374,S100374,2006-05-01,F,1,6,low,5,primary,True,ST,Christian
Student_375,S100375,2015-07-17,M,1,12,high,2,higher_secondary,True,ST,Buddhist
Student_376,S100376,2005-04-09,F,1,11,high,6,higher_secondary,False,OBC,Sikh
Student_377,S100377,2009-04-15,F,1,11,high,8,college,True,SC,Buddhist
Student_378,S100378,2015-06-18,F,1,8,high,3,higher_secondary,True,OBC,Christian
Student_379,S100379,2015-06-28,F,1,8,high,6,primary,True,,Muslim
Student_380,S100380,2005-10-13,F,1,11,low,2,higher_secondary,False,OBC,Sikh
Student_381,S100381,2011-07-24,M,1,10,high,5,secondary,True,,Sikh
Student_382,S100382,2015-06-17,F,1,12,low,10,primary,False,SC,Sikh
Student_383,S100383,2007-12-09,M,1,11,medium,3,primary,False,ST,Christian
Student_384,S100384,2011-06-12,F,1,10,medium,9,illiterate,False,SC,Buddhist
Student_385,S100385,2014-10-03,F,1,7,high,3,higher_secondary,False,General,Hindu
Student_386,S100386,2007-03-07,F,1,9,high,9,primary,False,ST,Hindu
Student_387,S100387,2012-06-21,M,1,8,high,2,illiterate,False,OBC,Muslim
Student_388,S100388,2007-10-25,M,1,9,low,4,college,False,General,Sikh
Student_389,S100389,2011-08-13,M,1,6,high,5,secondary,True,OBC,Buddhist
Student_390,S100390,2008-01-22,M,1,11,high,5,primary,False,OBC,Muslim
Student_391,S100391,2006-07-17,F,1,7,low,2,secondary,False,General,Buddhist
Student_392,S100392,2014-09-11,F,1,11,low,7,higher_secondary,False,ST,Muslim
Student_393,S100393,2011-01-08,M,1,11,low,5,illiterate,True,SC,Christian
Student_394,S100394,2015-01-13,F,1,12,high,2,college,True,SC,Hindu
Student_395,S100395,2005-12-04,F,1,9,medium,3,college,False,General,Muslim
Student_396,S100396,2008-12-22,M,1,8,medium,3,college,False,,Buddhist
Student_397,S100397,2007-07-27,M,1,10,high,3,secondary,True,SC,Sikh
Student_398,S100398,2008-10-07,F,1,12,high,5,secondary,False,OBC,Muslim
Student_399,S100399,2005-09-16,M,1,11,medium,7,primary,True,SC,Hindu
Student_400,S100400,2006-10-22,F,1,7,low,10,illiterate,True,OBC,Muslim
Student_401,S100401,2012-05-09,F,1,6,low,4,illiterate,False,OBC,Christian
Student_402,S100402,2011-12-04,M,1,12,low,2,primary,True,OBC,Christian
Student_403,S100403,2012-10-09,M,1,8,medium,4,illiterate,False,General,Sikh
Student_404,S100404,2009-07-23,F,1,12,medium,4,illiterate,True,SC,Muslim
Student_405,S100405,2006-07-19,F,1,12,high,9,primary,False,OBC,Buddhist
Student_406,S100406,2005-11-27,M,1,9,medium,3,higher_secondary,False,SC,Hindu
Student_407,S100407,2009-11-11,M,1,11,high,10,college,True,OBC,Buddhist
Student_408,S100408,2013-12-23,M,1,9,high,5,higher_secondary,False,General,Muslim
Student_409,S100409,2013-10-02,M,1,11,low,10,higher_secondary,False,ST,Hindu
Student_410,S100410,2012-06-08,F,1,8,low,10,primary,False,General,Muslim
Student_411,S100411,2006-08-15,F,1,6,medium,9,secondary,True,General,Hindu
Student_412,S100412,2006-07-14,M,1,10,high,2,illiterate,False,,Buddhist
Student_413,S100413,2008-11-22,F,1,8,medium,2,primary,False,OBC,Buddhist
Student_414,S100414,2014-10-16,F,1,11,medium,3,illiterate,True,SC,Christian
Student_415,S100415,2010-11-26,F,1,10,high,7,illiterate,True,ST,Sikh
Student_416,S100416,2007-12-24,F,1,6,medium,5,primary,True,General,Muslim
Student_417,S100417,2012-04-23,F,1,6,medium,2,college,True,General,Sikh
Student_418,S100418,2015-10-17,M,1,9,low,10,illiterate,False,,Sikh
Student_419,S100419,2013-03-23,M,1,11,low,3,higher_secondary,False,,Sikh
Student_420,S100420,2011-10-23,M,1,8,medium,7,secondary,False,ST,Muslim
Student_421,S100421,2011-10-23,F,1,12,high,10,secondary,True,ST,Muslim
Student_422,S100422,2014-12-10,F,1,11,low,4,college,False,SC,Christian
Student_423,S100423,2013-08-19,F,1,11,high,10,secondary,False,SC,Buddhist
Student_424,S100424,2006-01-13,M,1,6,high,2,primary,False,ST,Christian
Student_425,S100425,2015-05-05,M,1,11,medium,5,college,True,OBC,Sikh
Student_426,S100426,2006-10-28,M,1,11,high,10,higher_secondary,True,,Christian
Student_427,S100427,2015-01-13,F,1,9,high,7,college,True,SC,Christian
Student_428,S100428,2008-10-28,F,1,12,low,7,college,True,ST,Christian
Student_429,S100429,2012-03-22,M,1,7,low,10,illiterate,False,SC,Sikh
Student_430,S100430,2009-09-09,M,1,7,high,6,illiterate,False,General,Muslim
Student_431,S100431,2005-03-11,M,1,12,high,6,higher_secondary,False,SC,Christian
Student_432,S100432,2013-04-06,M,1,12,high,4,higher_secondary,False,SC,Christian
Student_433,S100433,2008-04-22,F,1,8,medium,6,primary,False,,Hindu
Student_434,S100434,2006-11-12,F,1,7,high,5,illiterate,False,General,Hindu
Student_435,S100435,2011-05-18,F,1,6,high,7,college,False,General,Hindu
Student_436,S100436,2009-11-07,F,1,10,low,3,primary,True,SC,Muslim
Student_437,S100437,2015-11-25,M,1,12,high,8,illiterate,True,,Sikh
Student_438,S100438,2015-02-24,M,1,6,medium,7,illiterate,True,SC,Hindu
Student_439,S100439,2007-05-18,M,1,10,low,6,higher_secondary,False,General,Sikh
Student_440,S100440,2011-06-01,F,1,11,low,10,illiterate,True,,Hindu
Student_441,S100441,2006-06-17,M,1,8,high,6,college,True,OBC,Sikh
Student_442,S100442,2011-07-27,M,1,9,low,10,primary,True,General,Buddhist
Student_443,S100443,2009-11-05,F,1,11,high,7,illiterate,True,SC,Hindu
Student_444,S100444,2005-10-20,F,1,10,high,3,secondary,True,OBC,Muslim
Student_445,S100445,2011-11-28,M,1,7,low,5,college,False,ST,Hindu
Student_446,S100446,2007-11-26,M,1,12,high,9,college,True,OBC,Hindu
Student_447,S100447,2009-02-07,F,1,8,medium,4,primary,True,OBC,Buddhist
Student_448,S100448,2006-04-11,F,1,9,medium,6,college,True,,Buddhist
Student_449,S100449,2010-06-14,M,1,6,medium,5,primary,False,OBC,Christian
Student_450,S100450,2007-11-24,F,1,9,medium,9,secondary,False,General,Buddhist
Student_451,S100451,2006-03-21,M,1,12,medium,4,college,True,OBC,Hindu
Student_452,S100452,2006-01-28,M,1,12,high,8,college,True,SC,Buddhist
Student_453,S100453,2009-09-18,F,1,11,low,7,higher_secondary,True,,Christian
Student_454,S100454,2007-08-17,M,1,9,medium,10,illiterate,True,,Muslim
Student_455,S100455,2013-03-15,M,1,7,high,4,higher_secondary,False,SC,Muslim
Student_456,S100456,2012-04-03,F,1,8,low,2,primary,False,General,Sikh
Student_457,S100457,2012-01-02,F,1,6,high,10,secondary,False,,Buddhist
Student_458,S100458,2014-03-13,F,1,8,high,3,college,False,General,Muslim
Student_459,S100459,2013-07-12,F,1,9,medium,2,college,True,General,Muslim
Student_460,S100460,2008-02-17,F,1,7,low,4,primary,False,,Hindu
Student_461,S100461,2015-04-14,F,1,11,low,9,higher_secondary,False,ST,Buddhist
Student_462,S100462,2007-11-27,F,1,6,low,2,primary,True,ST,Buddhist
Student_463,S100463,2005-10-05,M,1,7,medium,4,college,False,,Buddhist
Student_464,S100464,2015-01-24,F,1,6,low,9,college,False,General,Muslim
Student_465,S100465,2008-07-20,M,1,12,high,4,college,False,ST,Christian
Student_466,S100466,2012-10-19,M,1,7,medium,8,primary,True,SC,Muslim
Student_467,S100467,2013-09-22,F,1,12,low,3,primary,False,,Buddhist
Student_468,S100468,2005-09-17,M,1,6,medium,4,college,True,General,Buddhist
Student_469,S100469,2011-06-28,M,1,11,high,8,primary,False,General,Christian
Student_470,S100470,2014-12-25,M,1,9,low,6,higher_secondary,True,SC,Christian
Student_471,S100471,2014-09-14,F,1,7,low,2,college,True,,Hindu
Student_472,S100472,2011-11-07,F,1,9,medium,3,primary,False,,Christian
Student_473,S100473,2009-09-14,F,1,10,medium,8,primary,False,,Buddhist
Student_474,S100474,2012-03-12,F,1,8,medium,7,higher_secondary,True,SC,Muslim
Student_475,S100475,2012-12-06,M,1,7,high,8,secondary,True,ST,Sikh
Student_476,S100476,2015-01-26,M,1,12,low,9,college,False,SC,Hindu
Student_477,S100477,2009-04-12,M,1,10,low,8,higher_secondary,False,,Hindu
Student_478,S100478,2007-11-16,F,1,6,low,10,secondary,True,SC,Buddhist
Student_479,S100479,2013-09-23,M,1,10,low,2,secondary,True,SC,Muslim
Student_480,S100480,2006-05-25,F,1,8,high,8,higher_secondary,True,,Hindu
Student_481,S100481,2006-02-18,F,1,11,high,7,secondary,False,ST,Buddhist
Student_482,S100482,2008-08-13,M,1,8,low,8,college,True,,Hindu
Student_483,S100483,2013-05-11,M,1,12,high,6,college,False,General,Sikh
Student_484,S100484,2014-08-25,M,1,12,medium,9,higher_secondary,True,General,Hindu
Student_485,S100485,2009-02-13,M,1,11,high,5,secondary,False,OBC,Buddhist
Student_486,S100486,2013-01-23,F,1,7,medium,3,higher_secondary,False,SC,Buddhist
Student_487,S100487,2007-08-11,F,1,7,high,6,primary,True,General,Muslim
Student_488,S100488,2008-12-08,F,1,7,low,5,primary,False,ST,Hindu
Student_489,S100489,2006-02-22,F,1,10,low,10,illiterate,False,OBC,Buddhist
Student_490,S100490,2010-08-19,F,1,9,low,10,secondary,False,ST,Buddhist
Student_491,S100491,2007-01-17,F,1,9,high,2,college,False,General,Muslim
Student_492,S100492,2012-02-23,F,1,8,high,2,illiterate,True,General,Buddhist
Student_493,S100493,2006-06-12,F,1,7,high,6,primary,False,General,Buddhist
Student_494,S100494,2010-06-06,F,1,9,low,8,secondary,False,General,Christian
Student_495,S100495,2012-03-19,M,1,10,high,5,illiterate,False,ST,Buddhist
Student_496,S100496,2011-07-07,M,1,12,high,4,higher_secondary,True,ST,Sikh
Student_497,S100497,2012-03-28,F,1,12,medium,6,secondary,True,General,Hindu
Student_498,S100498,2007-01-07,F,1,9,high,3,higher_secondary,False,OBC,Christian
Student_499,S100499,2010-09-18,F,1,8,low,8,illiterate,False,,Muslim
Student_500,S100500,2014-10-21,M,1,12,medium,7,secondary,False,General,Hindu
